+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| STATUS     | CVE SEVERITY            | PACKAGE NAME             | PACKAGE VERSION      | CVE DESCRIPTION                                 |
|            |                         |                          |                      | listed in the References section. Red Hat       |
|            |                         |                          |                      | would like to thank halfdog for reporting       |
|            |                         |                          |                      | CVE-2018-1000001. The CVE-2015-5180 issue was   |
|            |                         |                          |                      | discovered by Florian Weimer (Red Hat Product   |
|            |                         |                          |                      | Security). Additional Changes: For detailed     |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.5 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2018:0805 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2016:2779   | nss                      | 3.21.0-9.el7_2       | Network Security Services (NSS) is a            |
|            |                         |                          |                      | set of libraries designed to support the        |
|            |                         |                          |                      | cross-platform development of security-enabled  |
|            |                         |                          |                      | client and server applications. The nss-util    |
|            |                         |                          |                      | packages provide utilities for use with the     |
|            |                         |                          |                      | Network Security Services (NSS) libraries.      |
|            |                         |                          |                      | The following packages have been upgraded to a  |
|            |                         |                          |                      | newer upstream version: nss (3.21.3), nss-util  |
|            |                         |                          |                      | (3.21.3). Security Fix(es): * Multiple buffer   |
|            |                         |                          |                      | handling flaws were found in the way NSS        |
|            |                         |                          |                      | handled cryptographic data from the network. A  |
|            |                         |                          |                      | remote attacker could use these flaws to crash  |
|            |                         |                          |                      | an application using NSS or, possibly, execute  |
|            |                         |                          |                      | arbitrary code with the permission of the user  |
|            |                         |                          |                      | running the application. (CVE-2016-2834) * A    |
|            |                         |                          |                      | NULL pointer dereference flaw was found in the  |
|            |                         |                          |                      | way NSS handled invalid Diffie-Hellman keys.    |
|            |                         |                          |                      | A remote client could use this flaw to crash    |
|            |                         |                          |                      | a TLS/SSL server using NSS. (CVE-2016-5285)     |
|            |                         |                          |                      | * It was found that Diffie Hellman Client key   |
|            |                         |                          |                      | exchange handling in NSS was vulnerable to      |
|            |                         |                          |                      | small subgroup confinement attack. An attacker  |
|            |                         |                          |                      | could use this flaw to recover private keys by  |
|            |                         |                          |                      | confining the client DH key to small subgroup   |
|            |                         |                          |                      | of the desired group. (CVE-2016-8635) Red Hat   |
|            |                         |                          |                      | would like to thank the Mozilla project for     |
|            |                         |                          |                      | reporting CVE-2016-2834. The CVE-2016-8635      |
|            |                         |                          |                      | issue was discovered by Hubert Kario (Red Hat). |
|            |                         |                          |                      | Upstream acknowledges Tyson Smith and Jed Davis |
|            |                         |                          |                      | as the original reporter of CVE-2016-2834.      |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2016:2779 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:3263   | libcurl                  | 7.29.0-25.el7.centos | The curl packages provide the libcurl library   |
|            |                         |                          |                      | and the curl utility for downloading files      |
|            |                         |                          |                      | from servers using various protocols, including |
|            |                         |                          |                      | HTTP, FTP, and LDAP. Security Fix(es): * A      |
|            |                         |                          |                      | buffer overrun flaw was found in the IMAP       |
|            |                         |                          |                      | handler of libcurl. By tricking an unsuspecting |
|            |                         |                          |                      | user into connecting to a malicious IMAP        |
|            |                         |                          |                      | server, an attacker could exploit this flaw     |
|            |                         |                          |                      | to potentially cause information disclosure     |
|            |                         |                          |                      | or crash the application. (CVE-2017-1000257)    |
|            |                         |                          |                      | Red Hat would like to thank the Curl            |
|            |                         |                          |                      | project for reporting this issue. Upstream      |
|            |                         |                          |                      | acknowledges Brian Carpenter and the            |
|            |                         |                          |                      | OSS-Fuzz project as the original reporters.     |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:3263 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:2768   | nss                      | 3.21.0-9.el7_2       | Network Security Services (NSS) is a            |
|            |                         |                          |                      | set of libraries designed to support the        |
|            |                         |                          |                      | cross-platform development of security-enabled  |
|            |                         |                          |                      | client and server applications. Security        |
|            |                         |                          |                      | Fix(es): * nss: ServerHello.random is all       |
|            |                         |                          |                      | zeros when handling a v2-compatible ClientHello |
|            |                         |                          |                      | (CVE-2018-12384) For more details about the     |
|            |                         |                          |                      | security issue(s), including the impact, a CVSS |
|            |                         |                          |                      | score, and other related information, refer     |
|            |                         |                          |                      | to the CVE page(s) listed in the References     |
|            |                         |                          |                      | section. Red Hat would like to thank the        |
|            |                         |                          |                      | Mozilla project for reporting this issue.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2018:2768 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:0907   | libuuid                  | 2.23.2-26.el7_2.2    | The util-linux packages contain a large         |
|            |                         |                          |                      | variety of low-level system utilities that are  |
|            |                         |                          |                      | necessary for a Linux system to function. Among |
|            |                         |                          |                      | others, these include the fdisk configuration   |
|            |                         |                          |                      | tool and the login program. Security Fix(es):   |
|            |                         |                          |                      | * A race condition was found in the way su      |
|            |                         |                          |                      | handled the management of child processes.      |
|            |                         |                          |                      | A local authenticated attacker could use        |
|            |                         |                          |                      | this flaw to kill other processes with          |
|            |                         |                          |                      | root privileges under specific conditions.      |
|            |                         |                          |                      | (CVE-2017-2616) Red Hat would like to thank     |
|            |                         |                          |                      | Tobias Stöckmann for reporting this issue.      |
|            |                         |                          |                      | Bug Fix(es): * The "findmnt --target <path>"    |
|            |                         |                          |                      | command prints all file systems where the       |
|            |                         |                          |                      | mount point directory is <path>. Previously,    |
|            |                         |                          |                      | when used in the chroot environment,            |
|            |                         |                          |                      | "findmnt --target <path>" incorrectly           |
|            |                         |                          |                      | displayed all mount points. The command has     |
|            |                         |                          |                      | been fixed so that it now checks the mount      |
|            |                         |                          |                      | point path and returns information only         |
|            |                         |                          |                      | for the relevant mount point. (BZ#1414481)      |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:0907 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:1916   | glibc-common             | 2.17-106.el7_2.6     | The glibc packages provide the standard C       |
|            |                         |                          |                      | libraries (libc), POSIX thread libraries        |
|            |                         |                          |                      | (libpthread), standard math libraries (libm),   |
|            |                         |                          |                      | and the name service cache daemon (nscd) used   |
|            |                         |                          |                      | by multiple programs on the system. Without     |
|            |                         |                          |                      | these libraries, the Linux system cannot        |
|            |                         |                          |                      | function correctly. Security Fix(es): * A       |
|            |                         |                          |                      | stack overflow vulnerability was found in       |
|            |                         |                          |                      | nan* functions that could cause applications,   |
|            |                         |                          |                      | which process long strings with the nan         |
|            |                         |                          |                      | function, to crash or, potentially, execute     |
|            |                         |                          |                      | arbitrary code. (CVE-2014-9761) * It was        |
|            |                         |                          |                      | found that out-of-range time values passed      |
|            |                         |                          |                      | to the strftime() function could result in an   |
|            |                         |                          |                      | out-of-bounds memory access. This could lead to |
|            |                         |                          |                      | application crash or, potentially, information  |
|            |                         |                          |                      | disclosure. (CVE-2015-8776) * An integer        |
|            |                         |                          |                      | overflow vulnerability was found in hcreate()   |
|            |                         |                          |                      | and hcreate_r() functions which could result    |
|            |                         |                          |                      | in an out-of-bounds memory access. This could   |
|            |                         |                          |                      | lead to application crash or, potentially,      |
|            |                         |                          |                      | arbitrary code execution. (CVE-2015-8778) *     |
|            |                         |                          |                      | A stack based buffer overflow vulnerability     |
|            |                         |                          |                      | was found in the catopen() function. An         |
|            |                         |                          |                      | excessively long string passed to the function  |
|            |                         |                          |                      | could cause it to crash or, potentially,        |
|            |                         |                          |                      | execute arbitrary code. (CVE-2015-8779) *       |
|            |                         |                          |                      | It was found that the dynamic loader did not    |
|            |                         |                          |                      | sanitize the LD_POINTER_GUARD environment       |
|            |                         |                          |                      | variable. An attacker could use this flaw       |
|            |                         |                          |                      | to bypass the pointer guarding protection on    |
|            |                         |                          |                      | set-user-ID or set-group-ID programs to execute |
|            |                         |                          |                      | arbitrary code with the permissions of the      |
|            |                         |                          |                      | user running the application. (CVE-2015-8777)   |
|            |                         |                          |                      | Additional Changes: For detailed information    |
|            |                         |                          |                      | on changes in this release, see the Red         |
|            |                         |                          |                      | Hat Enterprise Linux 7.4 Release Notes          |
|            |                         |                          |                      | linked from the References section.             |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:1916 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:3263   | curl                     | 7.29.0-25.el7.centos | The curl packages provide the libcurl library   |
|            |                         |                          |                      | and the curl utility for downloading files      |
|            |                         |                          |                      | from servers using various protocols, including |
|            |                         |                          |                      | HTTP, FTP, and LDAP. Security Fix(es): * A      |
|            |                         |                          |                      | buffer overrun flaw was found in the IMAP       |
|            |                         |                          |                      | handler of libcurl. By tricking an unsuspecting |
|            |                         |                          |                      | user into connecting to a malicious IMAP        |
|            |                         |                          |                      | server, an attacker could exploit this flaw     |
|            |                         |                          |                      | to potentially cause information disclosure     |
|            |                         |                          |                      | or crash the application. (CVE-2017-1000257)    |
|            |                         |                          |                      | Red Hat would like to thank the Curl            |
|            |                         |                          |                      | project for reporting this issue. Upstream      |
|            |                         |                          |                      | acknowledges Brian Carpenter and the            |
|            |                         |                          |                      | OSS-Fuzz project as the original reporters.     |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:3263 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:1868   | python-libs              | 2.7.5-34.el7         | Python is an interpreted, interactive,          |
|            |                         |                          |                      | object-oriented programming language, which     |
|            |                         |                          |                      | includes modules, classes, exceptions, very     |
|            |                         |                          |                      | high level dynamic data types and dynamic       |
|            |                         |                          |                      | typing. Python supports interfaces to           |
|            |                         |                          |                      | many system calls and libraries, as well        |
|            |                         |                          |                      | as to various windowing systems. Security       |
|            |                         |                          |                      | Fix(es): * The Python standard library HTTP     |
|            |                         |                          |                      | client modules (such as httplib or urllib)      |
|            |                         |                          |                      | did not perform verification of TLS/SSL         |
|            |                         |                          |                      | certificates when connecting to HTTPS servers.  |
|            |                         |                          |                      | A man-in-the-middle attacker could use this     |
|            |                         |                          |                      | flaw to hijack connections and eavesdrop        |
|            |                         |                          |                      | or modify transferred data. (CVE-2014-9365)     |
|            |                         |                          |                      | Note: The Python standard library was           |
|            |                         |                          |                      | updated to enable certificate verification by   |
|            |                         |                          |                      | default. Refer to the Knowledgebase article     |
|            |                         |                          |                      | 2039753 linked to in the References section     |
|            |                         |                          |                      | for further details about this change.          |
|            |                         |                          |                      | (BZ#1219110) Additional Changes: For detailed   |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.4 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:1868 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3157   | curl                     | 7.29.0-25.el7.centos | The curl packages provide the libcurl           |
|            |                         |                          |                      | library and the curl utility for downloading    |
|            |                         |                          |                      | files from servers using various protocols,     |
|            |                         |                          |                      | including HTTP, FTP, and LDAP. The nss-pem      |
|            |                         |                          |                      | package provides the PEM file reader for        |
|            |                         |                          |                      | Network Security Services (NSS) implemented     |
|            |                         |                          |                      | as a PKCS#11 module. Security Fix(es): *        |
|            |                         |                          |                      | curl: HTTP authentication leak in redirects     |
|            |                         |                          |                      | (CVE-2018-1000007) * curl: FTP path             |
|            |                         |                          |                      | trickery leads to NIL byte out of bounds        |
|            |                         |                          |                      | write (CVE-2018-1000120) * curl: RTSP RTP       |
|            |                         |                          |                      | buffer over-read (CVE-2018-1000122) * curl:     |
|            |                         |                          |                      | Out-of-bounds heap read when missing RTSP       |
|            |                         |                          |                      | headers allows information leak of denial of    |
|            |                         |                          |                      | service (CVE-2018-1000301) * curl: LDAP NULL    |
|            |                         |                          |                      | pointer dereference (CVE-2018-1000121) For more |
|            |                         |                          |                      | details about the security issue(s), including  |
|            |                         |                          |                      | the impact, a CVSS score, and other related     |
|            |                         |                          |                      | information, refer to the CVE page(s) listed    |
|            |                         |                          |                      | in the References section. Red Hat would like   |
|            |                         |                          |                      | to thank the Curl project for reporting these   |
|            |                         |                          |                      | issues. Upstream acknowledges Craig de Stigter  |
|            |                         |                          |                      | as the original reporter of CVE-2018-1000007;   |
|            |                         |                          |                      | Duy Phan Thanh as the original reporter         |
|            |                         |                          |                      | of CVE-2018-1000120; Max Dymond as the          |
|            |                         |                          |                      | original reporter of CVE-2018-1000122; the      |
|            |                         |                          |                      | OSS-fuzz project as the original reporter       |
|            |                         |                          |                      | of CVE-2018-1000301; and Dario Weisser as       |
|            |                         |                          |                      | the original reporter of CVE-2018-1000121.      |
|            |                         |                          |                      | Additional Changes: For detailed information    |
|            |                         |                          |                      | on changes in this release, see the Red         |
|            |                         |                          |                      | Hat Enterprise Linux 7.6 Release Notes          |
|            |                         |                          |                      | linked from the References section.             |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2018:3157 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:0907   | libblkid                 | 2.23.2-26.el7_2.2    | The util-linux packages contain a large         |
|            |                         |                          |                      | variety of low-level system utilities that are  |
|            |                         |                          |                      | necessary for a Linux system to function. Among |
|            |                         |                          |                      | others, these include the fdisk configuration   |
|            |                         |                          |                      | tool and the login program. Security Fix(es):   |
|            |                         |                          |                      | * A race condition was found in the way su      |
|            |                         |                          |                      | handled the management of child processes.      |
|            |                         |                          |                      | A local authenticated attacker could use        |
|            |                         |                          |                      | this flaw to kill other processes with          |
|            |                         |                          |                      | root privileges under specific conditions.      |
|            |                         |                          |                      | (CVE-2017-2616) Red Hat would like to thank     |
|            |                         |                          |                      | Tobias Stöckmann for reporting this issue.      |
|            |                         |                          |                      | Bug Fix(es): * The "findmnt --target <path>"    |
|            |                         |                          |                      | command prints all file systems where the       |
|            |                         |                          |                      | mount point directory is <path>. Previously,    |
|            |                         |                          |                      | when used in the chroot environment,            |
|            |                         |                          |                      | "findmnt --target <path>" incorrectly           |
|            |                         |                          |                      | displayed all mount points. The command has     |
|            |                         |                          |                      | been fixed so that it now checks the mount      |
|            |                         |                          |                      | point path and returns information only         |
|            |                         |                          |                      | for the relevant mount point. (BZ#1414481)      |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:0907 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2016:2575   | curl                     | 7.29.0-25.el7.centos | The curl packages provide the libcurl library   |
|            |                         |                          |                      | and the curl utility for downloading files      |
|            |                         |                          |                      | from servers using various protocols, including |
|            |                         |                          |                      | HTTP, FTP, and LDAP. Security Fix(es): *        |
|            |                         |                          |                      | It was found that the libcurl library did       |
|            |                         |                          |                      | not prevent TLS session resumption when the     |
|            |                         |                          |                      | client certificate had changed. An attacker     |
|            |                         |                          |                      | could potentially use this flaw to hijack       |
|            |                         |                          |                      | the authentication of the connection by         |
|            |                         |                          |                      | leveraging a previously created connection      |
|            |                         |                          |                      | with a different client certificate.            |
|            |                         |                          |                      | (CVE-2016-5419) * It was found that the         |
|            |                         |                          |                      | libcurl library did not check the client        |
|            |                         |                          |                      | certificate when choosing the TLS connection    |
|            |                         |                          |                      | to reuse. An attacker could potentially use     |
|            |                         |                          |                      | this flaw to hijack the authentication of       |
|            |                         |                          |                      | the connection by leveraging a previously       |
|            |                         |                          |                      | created connection with a different client      |
|            |                         |                          |                      | certificate. (CVE-2016-5420) * It was found     |
|            |                         |                          |                      | that the libcurl library using the NSS (Network |
|            |                         |                          |                      | Security Services) library as TLS/SSL backend   |
|            |                         |                          |                      | incorrectly re-used client certificates for     |
|            |                         |                          |                      | subsequent TLS connections in certain cases.    |
|            |                         |                          |                      | An attacker could potentially use this flaw to  |
|            |                         |                          |                      | hijack the authentication of the connection by  |
|            |                         |                          |                      | leveraging a previously created connection with |
|            |                         |                          |                      | a different client certificate. (CVE-2016-7141) |
|            |                         |                          |                      | Additional Changes: For detailed information    |
|            |                         |                          |                      | on changes in this release, see the Red         |
|            |                         |                          |                      | Hat Enterprise Linux 7.3 Release Notes          |
|            |                         |                          |                      | linked from the References section.             |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2016:2575 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2019:2181      | curl                     | 7.29.0-25.el7.centos | The curl packages provide the libcurl library   |
|            |                         |                          |                      | and the curl utility for downloading files      |
|            |                         |                          |                      | from servers using various protocols, including |
|            |                         |                          |                      | HTTP, FTP, and LDAP. Security Fix(es): * curl:  |
|            |                         |                          |                      | Heap-based buffer over-read in the curl tool    |
|            |                         |                          |                      | warning formatting (CVE-2018-16842) For more    |
|            |                         |                          |                      | details about the security issue(s), including  |
|            |                         |                          |                      | the impact, a CVSS score, acknowledgments,      |
|            |                         |                          |                      | and other related information, refer to         |
|            |                         |                          |                      | the CVE page(s) listed in the References        |
|            |                         |                          |                      | section. Additional Changes: For detailed       |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.7 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2019:2181 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2019:1880      | curl                     | 7.29.0-25.el7.centos | The curl packages provide the libcurl library   |
|            |                         |                          |                      | and the curl utility for downloading files      |
|            |                         |                          |                      | from servers using various protocols, including |
|            |                         |                          |                      | HTTP, FTP, and LDAP. Security Fix(es): * curl:  |
|            |                         |                          |                      | NTLM password overflow via integer overflow     |
|            |                         |                          |                      | (CVE-2018-14618) For more details about the     |
|            |                         |                          |                      | security issue(s), including the impact, a      |
|            |                         |                          |                      | CVSS score, acknowledgments, and other related  |
|            |                         |                          |                      | information, refer to the CVE page(s) listed    |
|            |                         |                          |                      | in the References section. Bug Fix(es): *       |
|            |                         |                          |                      | baseurl with file:// hangs and then timeout     |
|            |                         |                          |                      | in yum repo (BZ#1709474) * curl crashes on      |
|            |                         |                          |                      | http links with rate-limit (BZ#1711914)         |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2019:1880 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2018:0849      | libgcc                   | 4.8.5-4.el7          | The gcc packages provide compilers for C,       |
|            |                         |                          |                      | C++, Java, Fortran, Objective C, and Ada 95     |
|            |                         |                          |                      | GNU, as well as related support libraries.      |
|            |                         |                          |                      | Security Fix(es): * gcc: GCC generates          |
|            |                         |                          |                      | incorrect code for RDRAND/RDSEED intrinsics     |
|            |                         |                          |                      | (CVE-2017-11671) For more details about the     |
|            |                         |                          |                      | security issue(s), including the impact, a CVSS |
|            |                         |                          |                      | score, and other related information, refer     |
|            |                         |                          |                      | to the CVE page(s) listed in the References     |
|            |                         |                          |                      | section. Additional Changes: For detailed       |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.5 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2018:0849 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2016:2605      | libuuid                  | 2.23.2-26.el7_2.2    | The util-linux packages contain a large         |
|            |                         |                          |                      | variety of low-level system utilities that are  |
|            |                         |                          |                      | necessary for a Linux system to function. Among |
|            |                         |                          |                      | others, these include the fdisk configuration   |
|            |                         |                          |                      | tool and the login program. Security Fix(es): * |
|            |                         |                          |                      | It was found that util-linux's libblkid library |
