+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| STATUS     | CVE SEVERITY            | PACKAGE NAME             | PACKAGE VERSION        | CVE DESCRIPTION                                            |
|            |                         |                          |                        | were found in glibc's swscanf() function. An attacker able |
|            |                         |                          |                        | to make an application call the swscanf() function could   |
|            |                         |                          |                        | use these flaws to crash that application or, potentially, |
|            |                         |                          |                        | execute arbitrary code with the permissions of the user    |
|            |                         |                          |                        | running the application. (CVE-2015-1472, CVE-2015-1473)    |
|            |                         |                          |                        | An integer overflow flaw, leading to a heap-based buffer   |
|            |                         |                          |                        | overflow, was found in glibc's _IO_wstr_overflow()         |
|            |                         |                          |                        | function. An attacker able to make an application          |
|            |                         |                          |                        | call this function could use this flaw to crash that       |
|            |                         |                          |                        | application or, potentially, execute arbitrary code with   |
|            |                         |                          |                        | the permissions of the user running the application.       |
|            |                         |                          |                        | (BZ#1195762) A flaw was found in the way glibc's fnmatch() |
|            |                         |                          |                        | function processed certain malformed patterns. An attacker |
|            |                         |                          |                        | able to make an application call this function could use   |
|            |                         |                          |                        | this flaw to crash that application. (BZ#1197730) The      |
|            |                         |                          |                        | CVE-2015-1781 issue was discovered by Arjun Shankar of Red |
|            |                         |                          |                        | Hat. These updated glibc packages also include numerous    |
|            |                         |                          |                        | bug fixes and one enhancement. Space precludes documenting |
|            |                         |                          |                        | all of these changes in this advisory. For information     |
|            |                         |                          |                        | on the most significant of these changes, users are        |
|            |                         |                          |                        | directed to the following article on the Red Hat Customer  |
|            |                         |                          |                        | Portal: https://access.redhat.com/articles/2050743         |
|            |                         |                          |                        | All glibc users are advised to upgrade to these            |
|            |                         |                          |                        | updated packages, which contain backported patches         |
|            |                         |                          |                        | to correct these issues and add these enhancements.        |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2015:2199            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2118   | glibc-headers            | 2.17-78.el7            | The glibc packages provide the standard C libraries        |
|            |                         |                          |                        | (libc), POSIX thread libraries (libpthread), standard      |
|            |                         |                          |                        | math libraries (libm), and the name service cache          |
|            |                         |                          |                        | daemon (nscd) used by multiple programs on the             |
|            |                         |                          |                        | system. Without these libraries, the Linux system          |
|            |                         |                          |                        | cannot function correctly. Security Fix(es): * glibc:      |
|            |                         |                          |                        | getaddrinfo should reject IP addresses with trailing       |
|            |                         |                          |                        | characters (CVE-2016-10739) For more details about the     |
|            |                         |                          |                        | security issue(s), including the impact, a CVSS score,     |
|            |                         |                          |                        | acknowledgments, and other related information, refer      |
|            |                         |                          |                        | to the CVE page(s) listed in the References section.       |
|            |                         |                          |                        | Additional Changes: For detailed information on changes    |
|            |                         |                          |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                         |                          |                        | Release Notes linked from the References section.          |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2019:2118            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:0666   | krb5-libs                | 1.12.2-14.el7          | Kerberos is a network authentication system, which can     |
|            |                         |                          |                        | improve the security of your network by eliminating        |
|            |                         |                          |                        | the insecure practice of sending passwords over the        |
|            |                         |                          |                        | network in unencrypted form. It allows clients and         |
|            |                         |                          |                        | servers to authenticate to each other with the help of     |
|            |                         |                          |                        | a trusted third party, the Kerberos key distribution       |
|            |                         |                          |                        | center (KDC). Security Fix(es): * krb5: Authentication     |
|            |                         |                          |                        | bypass by improper validation of certificate EKU and SAN   |
|            |                         |                          |                        | (CVE-2017-7562) * krb5: Invalid S4U2Self or S4U2Proxy      |
|            |                         |                          |                        | request causes assertion failure (CVE-2017-11368) For      |
|            |                         |                          |                        | more details about the security issue(s), including the    |
|            |                         |                          |                        | impact, a CVSS score, and other related information,       |
|            |                         |                          |                        | refer to the CVE page(s) listed in the References section. |
|            |                         |                          |                        | Additional Changes: For detailed information on changes    |
|            |                         |                          |                        | in this release, see the Red Hat Enterprise Linux 7.5      |
|            |                         |                          |                        | Release Notes linked from the References section.          |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2018:0666            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3092   | glibc-headers            | 2.17-78.el7            | The glibc packages provide the standard C libraries        |
|            |                         |                          |                        | (libc), POSIX thread libraries (libpthread), standard      |
|            |                         |                          |                        | math libraries (libm), and the name service cache          |
|            |                         |                          |                        | daemon (nscd) used by multiple programs on the             |
|            |                         |                          |                        | system. Without these libraries, the Linux system          |
|            |                         |                          |                        | cannot function correctly. Security Fix(es): * glibc:      |
|            |                         |                          |                        | Incorrect handling of RPATH in elf/dl-load.c can be        |
|            |                         |                          |                        | used to execute code loaded from arbitrary libraries       |
|            |                         |                          |                        | (CVE-2017-16997) * glibc: Integer overflow in              |
|            |                         |                          |                        | posix_memalign in memalign functions (CVE-2018-6485)       |
|            |                         |                          |                        | * glibc: Integer overflow in stdlib/canonicalize.c         |
|            |                         |                          |                        | on 32-bit architectures leading to stack-based buffer      |
|            |                         |                          |                        | overflow (CVE-2018-11236) * glibc: Buffer overflow in      |
|            |                         |                          |                        | __mempcpy_avx512_no_vzeroupper (CVE-2018-11237) For        |
|            |                         |                          |                        | more details about the security issue(s), including the    |
|            |                         |                          |                        | impact, a CVSS score, and other related information,       |
|            |                         |                          |                        | refer to the CVE page(s) listed in the References section. |
|            |                         |                          |                        | Additional Changes: For detailed information on changes    |
|            |                         |                          |                        | in this release, see the Red Hat Enterprise Linux 7.6      |
|            |                         |                          |                        | Release Notes linked from the References section.          |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2018:3092            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2015:2617   | openssl-libs             | 1:1.0.1e-42.el7.9      | OpenSSL is a toolkit that implements the Secure Sockets    |
|            |                         |                          |                        | Layer (SSL v2/v3) and Transport Layer Security (TLS v1)    |
|            |                         |                          |                        | protocols, as well as a full-strength, general purpose     |
|            |                         |                          |                        | cryptography library. A NULL pointer derefernce flaw was   |
|            |                         |                          |                        | found in the way OpenSSL verified signatures using the RSA |
|            |                         |                          |                        | PSS algorithm. A remote attacked could possibly use this   |
|            |                         |                          |                        | flaw to crash a TLS/SSL client using OpenSSL, or a TLS/SSL |
|            |                         |                          |                        | server using OpenSSL if it enabled client authentication.  |
|            |                         |                          |                        | (CVE-2015-3194) A memory leak vulnerability was found      |
|            |                         |                          |                        | in the way OpenSSL parsed PKCS#7 and CMS data. A remote    |
|            |                         |                          |                        | attacker could use this flaw to cause an application       |
|            |                         |                          |                        | that parses PKCS#7 or CMS data from untrusted sources      |
|            |                         |                          |                        | to use an excessive amount of memory and possibly          |
|            |                         |                          |                        | crash. (CVE-2015-3195) A race condition flaw, leading      |
|            |                         |                          |                        | to a double free, was found in the way OpenSSL handled     |
|            |                         |                          |                        | pre-shared key (PSK) identify hints. A remote attacker     |
|            |                         |                          |                        | could use this flaw to crash a multi-threaded SSL/TLS      |
|            |                         |                          |                        | client using OpenSSL. (CVE-2015-3196) All openssl users    |
|            |                         |                          |                        | are advised to upgrade to these updated packages, which    |
|            |                         |                          |                        | contain backported patches to correct these issues. For    |
|            |                         |                          |                        | the update to take effect, all services linked to the      |
|            |                         |                          |                        | OpenSSL library must be restarted, or the system rebooted. |
|            |                         |                          |                        |  https://access.redhat.com/errata/RHSA-2015:2617           |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2015:2108   | cpio                     | 2.11-22.el7            | The cpio packages provide the GNU cpio utility for         |
|            |                         |                          |                        | creating and extracting archives, or copying files from    |
|            |                         |                          |                        | one place to another. A heap-based buffer overflow flaw    |
|            |                         |                          |                        | was found in cpio's list_file() function. An attacker      |
|            |                         |                          |                        | could provide a specially crafted archive that, when       |
|            |                         |                          |                        | processed by cpio, would crash cpio, or potentially        |
|            |                         |                          |                        | lead to arbitrary code execution. (CVE-2014-9112) This     |
|            |                         |                          |                        | update fixes the following bugs: * Previously, during      |
|            |                         |                          |                        | archive creation, cpio internals did not detect a          |
|            |                         |                          |                        | read() system call failure. Based on the premise that      |
|            |                         |                          |                        | the call succeeded, cpio terminated unexpectedly with      |
|            |                         |                          |                        | a segmentation fault without processing further files.     |
|            |                         |                          |                        | The underlying source code has been patched, and an        |
|            |                         |                          |                        | archive is now created successfully. (BZ#1138148) *        |
|            |                         |                          |                        | Previously, running the cpio command without parameters    |
|            |                         |                          |                        | on Red Hat Enterprise Linux 7 with Russian as the          |
|            |                         |                          |                        | default language resulted in an error message that was     |
|            |                         |                          |                        | not accurate in Russian due to an error in spelling.       |
|            |                         |                          |                        | This has been corrected and the Russian error message      |
|            |                         |                          |                        | is spelled correctly. (BZ#1075513) All cpio users are      |
|            |                         |                          |                        | advised to upgrade to these updated packages, which        |
|            |                         |                          |                        | contain backported patches to correct these issues.        |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2015:2108            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2304   | openssl-libs             | 1:1.0.1e-42.el7.9      | OpenSSL is a toolkit that implements the Secure            |
|            |                         |                          |                        | Sockets Layer (SSL) and Transport Layer Security (TLS)     |
|            |                         |                          |                        | protocols, as well as a full-strength general-purpose      |
|            |                         |                          |                        | cryptography library. Security Fix(es): * openssl:         |
|            |                         |                          |                        | 0-byte record padding oracle (CVE-2019-1559) * openssl:    |
|            |                         |                          |                        | timing side channel attack in the DSA signature            |
|            |                         |                          |                        | algorithm (CVE-2018-0734) For more details about the       |
|            |                         |                          |                        | security issue(s), including the impact, a CVSS score,     |
|            |                         |                          |                        | acknowledgments, and other related information, refer      |
|            |                         |                          |                        | to the CVE page(s) listed in the References section.       |
|            |                         |                          |                        | Additional Changes: For detailed information on changes    |
|            |                         |                          |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                         |                          |                        | Release Notes linked from the References section.          |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2019:2304            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:3263   | libcurl                  | 7.29.0-19.el7          | The curl packages provide the libcurl library and the      |
|            |                         |                          |                        | curl utility for downloading files from servers using      |
|            |                         |                          |                        | various protocols, including HTTP, FTP, and LDAP. Security |
|            |                         |                          |                        | Fix(es): * A buffer overrun flaw was found in the IMAP     |
|            |                         |                          |                        | handler of libcurl. By tricking an unsuspecting user       |
|            |                         |                          |                        | into connecting to a malicious IMAP server, an attacker    |
|            |                         |                          |                        | could exploit this flaw to potentially cause information   |
|            |                         |                          |                        | disclosure or crash the application. (CVE-2017-1000257)    |
|            |                         |                          |                        | Red Hat would like to thank the Curl project for reporting |
|            |                         |                          |                        | this issue. Upstream acknowledges Brian Carpenter          |
|            |                         |                          |                        | and the OSS-Fuzz project as the original reporters.        |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2017:3263            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2016:0008   | openssl-libs             | 1:1.0.1e-42.el7.9      | OpenSSL is a toolkit that implements the Secure Sockets    |
|            |                         |                          |                        | Layer (SSL v2/v3) and Transport Layer Security (TLS        |
|            |                         |                          |                        | v1) protocols, as well as a full-strength, general         |
|            |                         |                          |                        | purpose cryptography library. A flaw was found in the      |
|            |                         |                          |                        | way TLS 1.2 could use the MD5 hash function for signing    |
|            |                         |                          |                        | ServerKeyExchange and Client Authentication packets        |
|            |                         |                          |                        | during a TLS handshake. A man-in-the-middle attacker       |
|            |                         |                          |                        | able to force a TLS connection to use the MD5 hash         |
|            |                         |                          |                        | function could use this flaw to conduct collision attacks  |
|            |                         |                          |                        | to impersonate a TLS server or an authenticated TLS        |
|            |                         |                          |                        | client. (CVE-2015-7575) All openssl users are advised      |
|            |                         |                          |                        | to upgrade to these updated packages, which contain a      |
|            |                         |                          |                        | backported patch to correct this issue. For the update     |
|            |                         |                          |                        | to take effect, all services linked to the OpenSSL         |
|            |                         |                          |                        | library must be restarted, or the system rebooted.         |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2016:0008            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3157   | libcurl                  | 7.29.0-19.el7          | The curl packages provide the libcurl library and the      |
|            |                         |                          |                        | curl utility for downloading files from servers using      |
|            |                         |                          |                        | various protocols, including HTTP, FTP, and LDAP. The      |
|            |                         |                          |                        | nss-pem package provides the PEM file reader for Network   |
|            |                         |                          |                        | Security Services (NSS) implemented as a PKCS#11 module.   |
|            |                         |                          |                        | Security Fix(es): * curl: HTTP authentication leak in      |
|            |                         |                          |                        | redirects (CVE-2018-1000007) * curl: FTP path trickery     |
|            |                         |                          |                        | leads to NIL byte out of bounds write (CVE-2018-1000120)   |
|            |                         |                          |                        | * curl: RTSP RTP buffer over-read (CVE-2018-1000122)       |
|            |                         |                          |                        | * curl: Out-of-bounds heap read when missing RTSP          |
|            |                         |                          |                        | headers allows information leak of denial of service       |
|            |                         |                          |                        | (CVE-2018-1000301) * curl: LDAP NULL pointer dereference   |
|            |                         |                          |                        | (CVE-2018-1000121) For more details about the security     |
|            |                         |                          |                        | issue(s), including the impact, a CVSS score, and other    |
|            |                         |                          |                        | related information, refer to the CVE page(s) listed       |
|            |                         |                          |                        | in the References section. Red Hat would like to thank     |
|            |                         |                          |                        | the Curl project for reporting these issues. Upstream      |
|            |                         |                          |                        | acknowledges Craig de Stigter as the original reporter     |
|            |                         |                          |                        | of CVE-2018-1000007; Duy Phan Thanh as the original        |
|            |                         |                          |                        | reporter of CVE-2018-1000120; Max Dymond as the original   |
|            |                         |                          |                        | reporter of CVE-2018-1000122; the OSS-fuzz project as      |
|            |                         |                          |                        | the original reporter of CVE-2018-1000301; and Dario       |
|            |                         |                          |                        | Weisser as the original reporter of CVE-2018-1000121.      |
|            |                         |                          |                        | Additional Changes: For detailed information on changes    |
|            |                         |                          |                        | in this release, see the Red Hat Enterprise Linux 7.6      |
|            |                         |                          |                        | Release Notes linked from the References section.          |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2018:3157            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:2016   | libcurl                  | 7.29.0-19.el7          | The curl packages provide the libcurl library and the      |
|            |                         |                          |                        | curl utility for downloading files from servers using      |
|            |                         |                          |                        | various protocols, including HTTP, FTP, and LDAP.          |
|            |                         |                          |                        | Security Fix(es): * Multiple integer overflow flaws        |
|            |                         |                          |                        | leading to heap-based buffer overflows were found in       |
|            |                         |                          |                        | the way curl handled escaping and unescaping of data. An   |
|            |                         |                          |                        | attacker could potentially use these flaws to crash an     |
|            |                         |                          |                        | application using libcurl by sending a specially crafted   |
|            |                         |                          |                        | input to the affected libcurl functions. (CVE-2016-7167)   |
|            |                         |                          |                        | Additional Changes: For detailed information on changes    |
|            |                         |                          |                        | in this release, see the Red Hat Enterprise Linux 7.4      |
|            |                         |                          |                        | Release Notes linked from the References section.          |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2017:2016            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2015:1699   | nss-softokn-freebl       | 3.16.2.3-12.el7_1      | Network Security Services (NSS) is a set of libraries      |
|            |                         |                          |                        | designed to support  cross-platform development of         |
|            |                         |                          |                        | security-enabled client and server applications. A flaw    |
|            |                         |                          |                        | was found in the way NSS verified certain ECDSA (Elliptic  |
|            |                         |                          |                        | Curve Digital Signature Algorithm) signatures. Under       |
|            |                         |                          |                        | certain conditions, an attacker could use this flaw        |
|            |                         |                          |                        | to conduct signature forgery attacks. (CVE-2015-2730)      |
|            |                         |                          |                        | Red Hat would like to thank the Mozilla project for        |
|            |                         |                          |                        | reporting this issue. Upstream acknowledges Watson Ladd    |
|            |                         |                          |                        | as the original reporter of this issue. All nss-softokn    |
|            |                         |                          |                        | users are advised to upgrade to these updated packages,    |
|            |                         |                          |                        | which contain a backported patch to correct this issue.    |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2015:1699            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2016:2575   | libcurl                  | 7.29.0-19.el7          | The curl packages provide the libcurl library and the      |
|            |                         |                          |                        | curl utility for downloading files from servers using      |
|            |                         |                          |                        | various protocols, including HTTP, FTP, and LDAP.          |
|            |                         |                          |                        | Security Fix(es): * It was found that the libcurl library  |
|            |                         |                          |                        | did not prevent TLS session resumption when the client     |
|            |                         |                          |                        | certificate had changed. An attacker could potentially use |
|            |                         |                          |                        | this flaw to hijack the authentication of the connection   |
|            |                         |                          |                        | by leveraging a previously created connection with a       |
|            |                         |                          |                        | different client certificate. (CVE-2016-5419) * It was     |
|            |                         |                          |                        | found that the libcurl library did not check the client    |
|            |                         |                          |                        | certificate when choosing the TLS connection to reuse.     |
|            |                         |                          |                        | An attacker could potentially use this flaw to hijack      |
|            |                         |                          |                        | the authentication of the connection by leveraging a       |
|            |                         |                          |                        | previously created connection with a different client      |
|            |                         |                          |                        | certificate. (CVE-2016-5420) * It was found that           |
|            |                         |                          |                        | the libcurl library using the NSS (Network Security        |
|            |                         |                          |                        | Services) library as TLS/SSL backend incorrectly re-used   |
|            |                         |                          |                        | client certificates for subsequent TLS connections in      |
|            |                         |                          |                        | certain cases. An attacker could potentially use this      |
|            |                         |                          |                        | flaw to hijack the authentication of the connection        |
|            |                         |                          |                        | by leveraging a previously created connection with         |
|            |                         |                          |                        | a different client certificate. (CVE-2016-7141)            |
|            |                         |                          |                        | Additional Changes: For detailed information on changes    |
|            |                         |                          |                        | in this release, see the Red Hat Enterprise Linux 7.3      |
|            |                         |                          |                        | Release Notes linked from the References section.          |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2016:2575            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3221   | openssl-libs             | 1:1.0.1e-42.el7.9      | OpenSSL is a toolkit that implements the Secure Sockets    |
|            |                         |                          |                        | Layer (SSL) and Transport Layer Security (TLS) protocols,  |
|            |                         |                          |                        | as well as a full-strength general-purpose cryptography    |
|            |                         |                          |                        | library. Security Fix(es): * openssl: ROHNP - Key          |
|            |                         |                          |                        | Extraction Side Channel in Multiple Crypto Libraries       |
|            |                         |                          |                        | (CVE-2018-0495) * openssl: Malicious server can send       |
|            |                         |                          |                        | large prime to client during DH(E) TLS handshake causing   |
|            |                         |                          |                        | the client to hang (CVE-2018-0732) * openssl: Handling     |
|            |                         |                          |                        | of crafted recursive ASN.1 structures can cause a stack    |
|            |                         |                          |                        | overflow and resulting denial of service (CVE-2018-0739)   |
|            |                         |                          |                        | * openssl: Malformed X.509 IPAdressFamily could cause      |
|            |                         |                          |                        | OOB read (CVE-2017-3735) * openssl: RSA key generation     |
|            |                         |                          |                        | cache timing vulnerability in crypto/rsa/rsa_gen.c allows  |
|            |                         |                          |                        | attackers to recover private keys (CVE-2018-0737) For      |
|            |                         |                          |                        | more details about the security issue(s), including the    |
|            |                         |                          |                        | impact, a CVSS score, and other related information,       |
|            |                         |                          |                        | refer to the CVE page(s) listed in the References section. |
|            |                         |                          |                        | Additional Changes: For detailed information on changes    |
|            |                         |                          |                        | in this release, see the Red Hat Enterprise Linux 7.6      |
|            |                         |                          |                        | Release Notes linked from the References section.          |
|            |                         |                          |                        | https://access.redhat.com/errata/RHSA-2018:3221            |
+------------+-------------------------+--------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2237   | nss-softokn-freebl       | 3.16.2.3-12.el7_1      | Network Security Services (NSS) is a set of libraries      |
|            |                         |                          |                        | designed to support the cross-platform development of      |
|            |                         |                          |                        | security-enabled client and server applications. Netscape  |
|            |                         |                          |                        | Portable Runtime (NSPR) provides platform independence     |
|            |                         |                          |                        | for non-GUI operating system facilities. The following     |
|            |                         |                          |                        | packages have been upgraded to a later upstream version:   |
|            |                         |                          |                        | nss (3.44.0), nss-softokn (3.44.0), nss-util (3.44.0),     |
|            |                         |                          |                        | nspr (4.21.0). (BZ#1645231, BZ#1692269, BZ#1692271,        |
|            |                         |                          |                        | BZ#1692274) Security Fix(es): * ROHNP: Key Extraction      |
|            |                         |                          |                        | Side Channel in Multiple Crypto Libraries (CVE-2018-0495)  |
|            |                         |                          |                        | * nss: Cache side-channel variant of the Bleichenbacher    |
