+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| STATUS     | CVE SEVERITY          | PACKAGE NAME                | PACKAGE VERSION        | CVE DESCRIPTION                                            |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2091            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:2768 | nss                         | 3.28.4-15.el7_4        | Network Security Services (NSS) is a set of libraries      |
|            |                       |                             |                        | designed to support the cross-platform development         |
|            |                       |                             |                        | of security-enabled client and server applications.        |
|            |                       |                             |                        | Security Fix(es): * nss: ServerHello.random is all         |
|            |                       |                             |                        | zeros when handling a v2-compatible ClientHello            |
|            |                       |                             |                        | (CVE-2018-12384) For more details about the security       |
|            |                       |                             |                        | issue(s), including the impact, a CVSS score, and          |
|            |                       |                             |                        | other related information, refer to the CVE page(s)        |
|            |                       |                             |                        | listed in the References section. Red Hat would like       |
|            |                       |                             |                        | to thank the Mozilla project for reporting this issue.     |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:2768            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2237 | nss                         | 3.28.4-15.el7_4        | Network Security Services (NSS) is a set of libraries      |
|            |                       |                             |                        | designed to support the cross-platform development of      |
|            |                       |                             |                        | security-enabled client and server applications. Netscape  |
|            |                       |                             |                        | Portable Runtime (NSPR) provides platform independence     |
|            |                       |                             |                        | for non-GUI operating system facilities. The following     |
|            |                       |                             |                        | packages have been upgraded to a later upstream version:   |
|            |                       |                             |                        | nss (3.44.0), nss-softokn (3.44.0), nss-util (3.44.0),     |
|            |                       |                             |                        | nspr (4.21.0). (BZ#1645231, BZ#1692269, BZ#1692271,        |
|            |                       |                             |                        | BZ#1692274) Security Fix(es): * ROHNP: Key Extraction      |
|            |                       |                             |                        | Side Channel in Multiple Crypto Libraries (CVE-2018-0495)  |
|            |                       |                             |                        | * nss: Cache side-channel variant of the Bleichenbacher    |
|            |                       |                             |                        | attack (CVE-2018-12404) For more details about the         |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2237            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2079 | libX11                      | 1.6.5-1.el7            | X.Org is an open-source implementation of the X Window     |
|            |                       |                             |                        | System. It provides the basic low-level functionality      |
|            |                       |                             |                        | that full-fledged graphical user interfaces are designed   |
|            |                       |                             |                        | upon. Security Fix(es): * libX11: Crash on invalid         |
|            |                       |                             |                        | reply in XListExtensions in ListExt.c (CVE-2018-14598)     |
|            |                       |                             |                        | * libX11: Off-by-one error in XListExtensions in           |
|            |                       |                             |                        | ListExt.c (CVE-2018-14599) * libX11: Out of Bounds         |
|            |                       |                             |                        | write in XListExtensions in ListExt.c (CVE-2018-14600) *   |
|            |                       |                             |                        | libxkbcommon: Invalid free in ExprAppendMultiKeysymList    |
|            |                       |                             |                        | resulting in a crash (CVE-2018-15857) * libxkbcommon:      |
|            |                       |                             |                        | Endless recursion in xkbcomp/expr.c resulting in a         |
|            |                       |                             |                        | crash (CVE-2018-15853) * libxkbcommon: NULL pointer        |
|            |                       |                             |                        | dereference resulting in a crash (CVE-2018-15854) *        |
|            |                       |                             |                        | libxkbcommon: NULL pointer dereference when handling       |
|            |                       |                             |                        | xkb_geometry (CVE-2018-15855) * libxkbcommon: Infinite     |
|            |                       |                             |                        | loop when reaching EOL unexpectedly resulting in a         |
|            |                       |                             |                        | crash (CVE-2018-15856) * libxkbcommon: NULL pointer        |
|            |                       |                             |                        | dereference when parsing invalid atoms in ExprResolveLhs   |
|            |                       |                             |                        | resulting in a crash (CVE-2018-15859) * libxkbcommon:      |
|            |                       |                             |                        | NULL pointer dereference in ExprResolveLhs resulting       |
|            |                       |                             |                        | in a crash (CVE-2018-15861) * libxkbcommon: NULL           |
|            |                       |                             |                        | pointer dereference in LookupModMask resulting in a        |
|            |                       |                             |                        | crash (CVE-2018-15862) * libxkbcommon: NULL pointer        |
|            |                       |                             |                        | dereference in ResolveStateAndPredicate resulting          |
|            |                       |                             |                        | in a crash (CVE-2018-15863) * libxkbcommon: NULL           |
|            |                       |                             |                        | pointer dereference in resolve_keysym resulting in         |
|            |                       |                             |                        | a crash (CVE-2018-15864) For more details about the        |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2079            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:2123 | python-libs                 | 2.7.5-58.el7           | Python is an interpreted, interactive, object-oriented     |
|            |                       |                             |                        | programming language, which includes modules, classes,     |
|            |                       |                             |                        | exceptions, very high level dynamic data types and dynamic |
|            |                       |                             |                        | typing. Python supports interfaces to many system calls    |
|            |                       |                             |                        | and libraries, as well as to various windowing systems.    |
|            |                       |                             |                        | Security Fix(es): * A flaw was found in the way the        |
|            |                       |                             |                        | DES/3DES cipher was used as part of the TLS/SSL protocol.  |
|            |                       |                             |                        | A man-in-the-middle attacker could use this flaw to        |
|            |                       |                             |                        | recover some plaintext data by capturing large amounts     |
|            |                       |                             |                        | of encrypted traffic between TLS/SSL server and client     |
|            |                       |                             |                        | if the communication used a DES/3DES based ciphersuite.    |
|            |                       |                             |                        | (CVE-2016-2183) Note: This update modifies the Python      |
|            |                       |                             |                        | ssl module to disable 3DES cipher suites by default.       |
|            |                       |                             |                        | Red Hat would like to thank OpenVPN for reporting this     |
|            |                       |                             |                        | issue. Upstream acknowledges Karthikeyan Bhargavan (Inria) |
|            |                       |                             |                        | and Gaëtan Leurent (Inria) as the original reporters.      |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:2123            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2075 | binutils                    | 2.25.1-32.base.el7_4.2 | The binutils packages provide a collection of binary       |
|            |                       |                             |                        | utilities for the manipulation of object code in various   |
|            |                       |                             |                        | object file formats. It includes the ar, as, gprof, ld,    |
|            |                       |                             |                        | nm, objcopy, objdump, ranlib, readelf, size, strings,      |
|            |                       |                             |                        | strip, and addr2line utilities. Security Fix(es): *        |
|            |                       |                             |                        | binutils: integer overflow leads to heap-based buffer      |
|            |                       |                             |                        | overflow in objdump (CVE-2018-1000876) * binutils:         |
|            |                       |                             |                        | Stack Exhaustion in the demangling functions provided      |
|            |                       |                             |                        | by libiberty (CVE-2018-12641) * binutils: NULL pointer     |
|            |                       |                             |                        | dereference in work_stuff_copy_to_from in cplus-dem.c.     |
|            |                       |                             |                        | (CVE-2018-12697) For more details about the security       |
|            |                       |                             |                        | issue(s), including the impact, a CVSS score,              |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2075            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:0666 | krb5-devel                  | 1.15.1-8.el7           | Kerberos is a network authentication system, which can     |
|            |                       |                             |                        | improve the security of your network by eliminating        |
|            |                       |                             |                        | the insecure practice of sending passwords over the        |
|            |                       |                             |                        | network in unencrypted form. It allows clients and         |
|            |                       |                             |                        | servers to authenticate to each other with the help of     |
|            |                       |                             |                        | a trusted third party, the Kerberos key distribution       |
|            |                       |                             |                        | center (KDC). Security Fix(es): * krb5: Authentication     |
|            |                       |                             |                        | bypass by improper validation of certificate EKU and SAN   |
|            |                       |                             |                        | (CVE-2017-7562) * krb5: Invalid S4U2Self or S4U2Proxy      |
|            |                       |                             |                        | request causes assertion failure (CVE-2017-11368) For      |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information,       |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References section. |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.5      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:0666            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2079 | libX11-common               | 1.6.5-1.el7            | X.Org is an open-source implementation of the X Window     |
|            |                       |                             |                        | System. It provides the basic low-level functionality      |
|            |                       |                             |                        | that full-fledged graphical user interfaces are designed   |
|            |                       |                             |                        | upon. Security Fix(es): * libX11: Crash on invalid         |
|            |                       |                             |                        | reply in XListExtensions in ListExt.c (CVE-2018-14598)     |
|            |                       |                             |                        | * libX11: Off-by-one error in XListExtensions in           |
|            |                       |                             |                        | ListExt.c (CVE-2018-14599) * libX11: Out of Bounds         |
|            |                       |                             |                        | write in XListExtensions in ListExt.c (CVE-2018-14600) *   |
|            |                       |                             |                        | libxkbcommon: Invalid free in ExprAppendMultiKeysymList    |
|            |                       |                             |                        | resulting in a crash (CVE-2018-15857) * libxkbcommon:      |
|            |                       |                             |                        | Endless recursion in xkbcomp/expr.c resulting in a         |
|            |                       |                             |                        | crash (CVE-2018-15853) * libxkbcommon: NULL pointer        |
|            |                       |                             |                        | dereference resulting in a crash (CVE-2018-15854) *        |
|            |                       |                             |                        | libxkbcommon: NULL pointer dereference when handling       |
|            |                       |                             |                        | xkb_geometry (CVE-2018-15855) * libxkbcommon: Infinite     |
|            |                       |                             |                        | loop when reaching EOL unexpectedly resulting in a         |
|            |                       |                             |                        | crash (CVE-2018-15856) * libxkbcommon: NULL pointer        |
|            |                       |                             |                        | dereference when parsing invalid atoms in ExprResolveLhs   |
|            |                       |                             |                        | resulting in a crash (CVE-2018-15859) * libxkbcommon:      |
|            |                       |                             |                        | NULL pointer dereference in ExprResolveLhs resulting       |
|            |                       |                             |                        | in a crash (CVE-2018-15861) * libxkbcommon: NULL           |
|            |                       |                             |                        | pointer dereference in LookupModMask resulting in a        |
|            |                       |                             |                        | crash (CVE-2018-15862) * libxkbcommon: NULL pointer        |
|            |                       |                             |                        | dereference in ResolveStateAndPredicate resulting          |
|            |                       |                             |                        | in a crash (CVE-2018-15863) * libxkbcommon: NULL           |
|            |                       |                             |                        | pointer dereference in resolve_keysym resulting in         |
|            |                       |                             |                        | a crash (CVE-2018-15864) For more details about the        |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2079            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3157 | nss-pem                     | 1.0.3-4.el7            | The curl packages provide the libcurl library and the      |
|            |                       |                             |                        | curl utility for downloading files from servers using      |
|            |                       |                             |                        | various protocols, including HTTP, FTP, and LDAP. The      |
|            |                       |                             |                        | nss-pem package provides the PEM file reader for Network   |
|            |                       |                             |                        | Security Services (NSS) implemented as a PKCS#11 module.   |
|            |                       |                             |                        | Security Fix(es): * curl: HTTP authentication leak in      |
|            |                       |                             |                        | redirects (CVE-2018-1000007) * curl: FTP path trickery     |
|            |                       |                             |                        | leads to NIL byte out of bounds write (CVE-2018-1000120)   |
|            |                       |                             |                        | * curl: RTSP RTP buffer over-read (CVE-2018-1000122)       |
|            |                       |                             |                        | * curl: Out-of-bounds heap read when missing RTSP          |
|            |                       |                             |                        | headers allows information leak of denial of service       |
|            |                       |                             |                        | (CVE-2018-1000301) * curl: LDAP NULL pointer dereference   |
|            |                       |                             |                        | (CVE-2018-1000121) For more details about the security     |
|            |                       |                             |                        | issue(s), including the impact, a CVSS score, and other    |
|            |                       |                             |                        | related information, refer to the CVE page(s) listed       |
|            |                       |                             |                        | in the References section. Red Hat would like to thank     |
|            |                       |                             |                        | the Curl project for reporting these issues. Upstream      |
|            |                       |                             |                        | acknowledges Craig de Stigter as the original reporter     |
|            |                       |                             |                        | of CVE-2018-1000007; Duy Phan Thanh as the original        |
|            |                       |                             |                        | reporter of CVE-2018-1000120; Max Dymond as the original   |
|            |                       |                             |                        | reporter of CVE-2018-1000122; the OSS-fuzz project as      |
|            |                       |                             |                        | the original reporter of CVE-2018-1000301; and Dario       |
|            |                       |                             |                        | Weisser as the original reporter of CVE-2018-1000121.      |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.6      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3157            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3140 | gobject-introspection       | 1.50.0-1.el7           | GNOME is the default desktop environment of Red Hat        |
|            |                       |                             |                        | Enterprise Linux. Security Fix(es): * libsoup: Crash       |
|            |                       |                             |                        | in soup_cookie_jar.c:get_cookies() on empty hostnames      |
|            |                       |                             |                        | (CVE-2018-12910) * poppler: Infinite recursion in          |
|            |                       |                             |                        | fofi/FoFiType1C.cc:FoFiType1C::cvtGlyph() function         |
|            |                       |                             |                        | allows denial of service (CVE-2017-18267) * libgxps:       |
|            |                       |                             |                        | heap based buffer over read in ft_font_face_hash           |
|            |                       |                             |                        | function of gxps-fonts.c (CVE-2018-10733) * libgxps:       |
|            |                       |                             |                        | Stack-based buffer overflow in calling glib in             |
|            |                       |                             |                        | gxps_images_guess_content_type of gcontenttype.c           |
|            |                       |                             |                        | (CVE-2018-10767) * poppler: NULL pointer dereference in    |
|            |                       |                             |                        | Annot.h:AnnotPath::getCoordsLength() allows for denial     |
|            |                       |                             |                        | of service via crafted PDF (CVE-2018-10768) * poppler:     |
|            |                       |                             |                        | out of bounds read in pdfunite (CVE-2018-13988) For        |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information,       |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References          |
|            |                       |                             |                        | section. Red Hat would like to thank chenyuan (NESA        |
|            |                       |                             |                        | Lab) for reporting CVE-2018-10733 and CVE-2018-10767       |
|            |                       |                             |                        | and Hosein Askari for reporting CVE-2018-13988.            |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.6      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3140            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:0483 | openssl-devel               | 1:1.0.2k-8.el7         | OpenSSL is a toolkit that implements the Secure            |
|            |                       |                             |                        | Sockets Layer (SSL) and Transport Layer Security (TLS)     |
|            |                       |                             |                        | protocols, as well as a full-strength general-purpose      |
|            |                       |                             |                        | cryptography library. Security Fix(es): * openssl:         |
|            |                       |                             |                        | Side-channel vulnerability on SMT/Hyper-Threading          |
|            |                       |                             |                        | architectures (PortSmash) (CVE-2018-5407) For more         |
|            |                       |                             |                        | details about the security issue(s), including the         |
|            |                       |                             |                        | impact, a CVSS score, acknowledgments, and other           |
|            |                       |                             |                        | related information, refer to the CVE page(s) listed       |
|            |                       |                             |                        | in the References section. Bug Fix(es): * Perform the      |
|            |                       |                             |                        | RSA signature self-tests with SHA-256 (BZ#1673914)         |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:0483            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3221 | openssl-devel               | 1:1.0.2k-8.el7         | OpenSSL is a toolkit that implements the Secure Sockets    |
|            |                       |                             |                        | Layer (SSL) and Transport Layer Security (TLS) protocols,  |
|            |                       |                             |                        | as well as a full-strength general-purpose cryptography    |
|            |                       |                             |                        | library. Security Fix(es): * openssl: ROHNP - Key          |
|            |                       |                             |                        | Extraction Side Channel in Multiple Crypto Libraries       |
|            |                       |                             |                        | (CVE-2018-0495) * openssl: Malicious server can send       |
|            |                       |                             |                        | large prime to client during DH(E) TLS handshake causing   |
|            |                       |                             |                        | the client to hang (CVE-2018-0732) * openssl: Handling     |
|            |                       |                             |                        | of crafted recursive ASN.1 structures can cause a stack    |
|            |                       |                             |                        | overflow and resulting denial of service (CVE-2018-0739)   |
|            |                       |                             |                        | * openssl: Malformed X.509 IPAdressFamily could cause      |
|            |                       |                             |                        | OOB read (CVE-2017-3735) * openssl: RSA key generation     |
|            |                       |                             |                        | cache timing vulnerability in crypto/rsa/rsa_gen.c allows  |
|            |                       |                             |                        | attackers to recover private keys (CVE-2018-0737) For      |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information,       |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References section. |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.6      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3221            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2304 | openssl-devel               | 1:1.0.2k-8.el7         | OpenSSL is a toolkit that implements the Secure            |
|            |                       |                             |                        | Sockets Layer (SSL) and Transport Layer Security (TLS)     |
|            |                       |                             |                        | protocols, as well as a full-strength general-purpose      |
|            |                       |                             |                        | cryptography library. Security Fix(es): * openssl:         |
|            |                       |                             |                        | 0-byte record padding oracle (CVE-2019-1559) * openssl:    |
|            |                       |                             |                        | timing side channel attack in the DSA signature            |
|            |                       |                             |                        | algorithm (CVE-2018-0734) For more details about the       |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2304            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:0998 | openssl-devel               | 1:1.0.2k-8.el7         | OpenSSL is a toolkit that implements the Secure Sockets    |
|            |                       |                             |                        | Layer (SSL) and Transport Layer Security (TLS) protocols,  |
|            |                       |                             |                        | as well as a full-strength general-purpose cryptography    |
|            |                       |                             |                        | library. Security Fix(es): * openssl: bn_sqrx8x_internal   |
|            |                       |                             |                        | carry bug on x86_64 (CVE-2017-3736) * openssl: Read/write  |
|            |                       |                             |                        | after SSL object in error state (CVE-2017-3737) * openssl: |
|            |                       |                             |                        | rsaz_1024_mul_avx2 overflow bug on x86_64 (CVE-2017-3738)  |
|            |                       |                             |                        | For more details about the security issue(s), including    |
|            |                       |                             |                        | the impact, a CVSS score, and other related information,   |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References section. |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.5      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:0998            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2237 | nspr                        | 4.13.1-1.0.el7_3       | Network Security Services (NSS) is a set of libraries      |
|            |                       |                             |                        | designed to support the cross-platform development of      |
|            |                       |                             |                        | security-enabled client and server applications. Netscape  |
|            |                       |                             |                        | Portable Runtime (NSPR) provides platform independence     |
|            |                       |                             |                        | for non-GUI operating system facilities. The following     |
|            |                       |                             |                        | packages have been upgraded to a later upstream version:   |
|            |                       |                             |                        | nss (3.44.0), nss-softokn (3.44.0), nss-util (3.44.0),     |
|            |                       |                             |                        | nspr (4.21.0). (BZ#1645231, BZ#1692269, BZ#1692271,        |
|            |                       |                             |                        | BZ#1692274) Security Fix(es): * ROHNP: Key Extraction      |
|            |                       |                             |                        | Side Channel in Multiple Crypto Libraries (CVE-2018-0495)  |
|            |                       |                             |                        | * nss: Cache side-channel variant of the Bleichenbacher    |
|            |                       |                             |                        | attack (CVE-2018-12404) For more details about the         |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
