+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| STATUS     | CVE SEVERITY          | PACKAGE NAME                | PACKAGE VERSION        | CVE DESCRIPTION                                 |
|            |                       |                             |                        | interfaces are designed upon. Security Fix(es): |
|            |                       |                             |                        | * libxcursor: 1-byte heap-based overflow in     |
|            |                       |                             |                        | _XcursorThemeInherits function in library.c     |
|            |                       |                             |                        | (CVE-2015-9262) For more details about the      |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS |
|            |                       |                             |                        | score, and other related information, refer     |
|            |                       |                             |                        | to the CVE page(s) listed in the References     |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.6 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3059 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2019:2181    | curl                        | 7.29.0-42.el7_4.1      | The curl packages provide the libcurl library   |
|            |                       |                             |                        | and the curl utility for downloading files      |
|            |                       |                             |                        | from servers using various protocols, including |
|            |                       |                             |                        | HTTP, FTP, and LDAP. Security Fix(es): * curl:  |
|            |                       |                             |                        | Heap-based buffer over-read in the curl tool    |
|            |                       |                             |                        | warning formatting (CVE-2018-16842) For more    |
|            |                       |                             |                        | details about the security issue(s), including  |
|            |                       |                             |                        | the impact, a CVSS score, acknowledgments,      |
|            |                       |                             |                        | and other related information, refer to         |
|            |                       |                             |                        | the CVE page(s) listed in the References        |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.7 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2181 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2018:3032    | binutils                    | 2.25.1-32.base.el7_4.2 | The binutils packages provide a collection      |
|            |                       |                             |                        | of binary utilities for the manipulation of     |
|            |                       |                             |                        | object code in various object file formats.     |
|            |                       |                             |                        | It includes the ar, as, gprof, ld, nm,          |
|            |                       |                             |                        | objcopy, objdump, ranlib, readelf, size,        |
|            |                       |                             |                        | strings, strip, and addr2line utilities.        |
|            |                       |                             |                        | Security Fix(es): * binutils: Improper bounds   |
|            |                       |                             |                        | check in coffgen.c:coff_pointerize_aux()        |
|            |                       |                             |                        | allows for denial of service when parsing       |
|            |                       |                             |                        | a crafted COFF file (CVE-2018-7208) *           |
|            |                       |                             |                        | binutils: integer overflow via an ELF file      |
|            |                       |                             |                        | with corrupt dwarf1 debug information in        |
|            |                       |                             |                        | libbfd library (CVE-2018-7568) * binutils:      |
|            |                       |                             |                        | integer underflow or overflow via an ELF file   |
|            |                       |                             |                        | with a corrupt DWARF FORM block in libbfd       |
|            |                       |                             |                        | library (CVE-2018-7569) * binutils: NULL        |
|            |                       |                             |                        | pointer dereference in swap_std_reloc_in        |
|            |                       |                             |                        | function in aoutx.h resulting in crash          |
|            |                       |                             |                        | (CVE-2018-7642) * binutils: Integer overflow    |
|            |                       |                             |                        | in the display_debug_ranges function            |
|            |                       |                             |                        | resulting in crash (CVE-2018-7643) * binutils:  |
|            |                       |                             |                        | Crash in elf.c:bfd_section_from_shdr()          |
|            |                       |                             |                        | with crafted executable (CVE-2018-8945)         |
|            |                       |                             |                        | * binutils: Heap-base buffer over-read in       |
|            |                       |                             |                        | dwarf.c:process_cu_tu_index() allows for denial |
|            |                       |                             |                        | of service via crafted file (CVE-2018-10372)    |
|            |                       |                             |                        | * binutils: NULL pointer dereference in         |
|            |                       |                             |                        | dwarf2.c:concat_filename() allows for denial    |
|            |                       |                             |                        | of service via crafted file (CVE-2018-10373)    |
|            |                       |                             |                        | * binutils: out of bounds memory write          |
|            |                       |                             |                        | in peXXigen.c files (CVE-2018-10534) *          |
|            |                       |                             |                        | binutils: NULL pointer dereference in elf.c     |
|            |                       |                             |                        | (CVE-2018-10535) * binutils: Uncontrolled       |
|            |                       |                             |                        | Resource Consumption in execution of nm         |
|            |                       |                             |                        | (CVE-2018-13033) For more details about the     |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS |
|            |                       |                             |                        | score, and other related information, refer     |
|            |                       |                             |                        | to the CVE page(s) listed in the References     |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.6 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3032 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2018:0849    | libstdc++                   | 4.8.5-16.el7_4.1       | The gcc packages provide compilers for C,       |
|            |                       |                             |                        | C++, Java, Fortran, Objective C, and Ada 95     |
|            |                       |                             |                        | GNU, as well as related support libraries.      |
|            |                       |                             |                        | Security Fix(es): * gcc: GCC generates          |
|            |                       |                             |                        | incorrect code for RDRAND/RDSEED intrinsics     |
|            |                       |                             |                        | (CVE-2017-11671) For more details about the     |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS |
|            |                       |                             |                        | score, and other related information, refer     |
|            |                       |                             |                        | to the CVE page(s) listed in the References     |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.5 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:0849 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2018:3059    | libxcb                      | 1.12-1.el7             | X.Org is an open-source implementation of the X |
|            |                       |                             |                        | Window System. It provides the basic low-level  |
|            |                       |                             |                        | functionality that full-fledged graphical user  |
|            |                       |                             |                        | interfaces are designed upon. Security Fix(es): |
|            |                       |                             |                        | * libxcursor: 1-byte heap-based overflow in     |
|            |                       |                             |                        | _XcursorThemeInherits function in library.c     |
|            |                       |                             |                        | (CVE-2015-9262) For more details about the      |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS |
|            |                       |                             |                        | score, and other related information, refer     |
|            |                       |                             |                        | to the CVE page(s) listed in the References     |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.6 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3059 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2018:3059    | libxcb-devel                | 1.12-1.el7             | X.Org is an open-source implementation of the X |
|            |                       |                             |                        | Window System. It provides the basic low-level  |
|            |                       |                             |                        | functionality that full-fledged graphical user  |
|            |                       |                             |                        | interfaces are designed upon. Security Fix(es): |
|            |                       |                             |                        | * libxcursor: 1-byte heap-based overflow in     |
|            |                       |                             |                        | _XcursorThemeInherits function in library.c     |
|            |                       |                             |                        | (CVE-2015-9262) For more details about the      |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS |
|            |                       |                             |                        | score, and other related information, refer     |
|            |                       |                             |                        | to the CVE page(s) listed in the References     |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.6 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3059 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2018:3059    | libX11-common               | 1.6.5-1.el7            | X.Org is an open-source implementation of the X |
|            |                       |                             |                        | Window System. It provides the basic low-level  |
|            |                       |                             |                        | functionality that full-fledged graphical user  |
|            |                       |                             |                        | interfaces are designed upon. Security Fix(es): |
|            |                       |                             |                        | * libxcursor: 1-byte heap-based overflow in     |
|            |                       |                             |                        | _XcursorThemeInherits function in library.c     |
|            |                       |                             |                        | (CVE-2015-9262) For more details about the      |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS |
|            |                       |                             |                        | score, and other related information, refer     |
|            |                       |                             |                        | to the CVE page(s) listed in the References     |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.6 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3059 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2019:2197    | elfutils-libs               | 0.168-8.el7            | The elfutils packages contain a number of       |
|            |                       |                             |                        | utility programs and libraries related to       |
|            |                       |                             |                        | the creation and maintenance of executable      |
|            |                       |                             |                        | code. The following packages have been          |
|            |                       |                             |                        | upgraded to a later upstream version: elfutils  |
|            |                       |                             |                        | (0.176). (BZ#1676504) Security Fix(es): *       |
|            |                       |                             |                        | elfutils: Heap-based buffer over-read in        |
|            |                       |                             |                        | libdw/dwarf_getaranges.c:dwarf_getaranges()     |
|            |                       |                             |                        | via crafted file (CVE-2018-16062) * elfutils:   |
|            |                       |                             |                        | Double-free due to double decompression         |
|            |                       |                             |                        | of sections in crafted ELF causes crash         |
|            |                       |                             |                        | (CVE-2018-16402) * elfutils: Heap-based         |
|            |                       |                             |                        | buffer over-read in libdw/dwarf_getabbrev.c     |
|            |                       |                             |                        | and libwd/dwarf_hasattr.c causes crash          |
|            |                       |                             |                        | (CVE-2018-16403) * elfutils: invalid memory     |
|            |                       |                             |                        | address dereference was discovered in           |
|            |                       |                             |                        | dwfl_segment_report_module.c in libdwfl         |
|            |                       |                             |                        | (CVE-2018-18310) * elfutils: eu-size cannot     |
|            |                       |                             |                        | handle recursive ar files (CVE-2018-18520) *    |
|            |                       |                             |                        | elfutils: Divide-by-zero in arlib_add_symbols   |
|            |                       |                             |                        | function in arlib.c (CVE-2018-18521) *          |
|            |                       |                             |                        | elfutils: heap-based buffer over-read in        |
|            |                       |                             |                        | read_srclines in dwarf_getsrclines.c in libdw   |
|            |                       |                             |                        | (CVE-2019-7149) * elfutils: segmentation fault  |
|            |                       |                             |                        | in elf64_xlatetom in libelf/elf32_xlatetom.c    |
|            |                       |                             |                        | (CVE-2019-7150) * elfutils: Out of bound        |
|            |                       |                             |                        | write in elf_cvt_note in libelf/note_xlate.h    |
|            |                       |                             |                        | (CVE-2019-7664) * elfutils: heap-based buffer   |
|            |                       |                             |                        | over-read in function elf32_xlatetom in         |
|            |                       |                             |                        | elf32_xlatetom.c (CVE-2019-7665) For more       |
|            |                       |                             |                        | details about the security issue(s), including  |
|            |                       |                             |                        | the impact, a CVSS score, acknowledgments,      |
|            |                       |                             |                        | and other related information, refer to         |
|            |                       |                             |                        | the CVE page(s) listed in the References        |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.7 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2197 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2019:2181    | libcurl                     | 7.29.0-42.el7_4.1      | The curl packages provide the libcurl library   |
|            |                       |                             |                        | and the curl utility for downloading files      |
|            |                       |                             |                        | from servers using various protocols, including |
|            |                       |                             |                        | HTTP, FTP, and LDAP. Security Fix(es): * curl:  |
|            |                       |                             |                        | Heap-based buffer over-read in the curl tool    |
|            |                       |                             |                        | warning formatting (CVE-2018-16842) For more    |
|            |                       |                             |                        | details about the security issue(s), including  |
|            |                       |                             |                        | the impact, a CVSS score, acknowledgments,      |
|            |                       |                             |                        | and other related information, refer to         |
|            |                       |                             |                        | the CVE page(s) listed in the References        |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.7 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2181 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2019:1880    | libcurl                     | 7.29.0-42.el7_4.1      | The curl packages provide the libcurl library   |
|            |                       |                             |                        | and the curl utility for downloading files      |
|            |                       |                             |                        | from servers using various protocols, including |
|            |                       |                             |                        | HTTP, FTP, and LDAP. Security Fix(es): * curl:  |
|            |                       |                             |                        | NTLM password overflow via integer overflow     |
|            |                       |                             |                        | (CVE-2018-14618) For more details about the     |
|            |                       |                             |                        | security issue(s), including the impact, a      |
|            |                       |                             |                        | CVSS score, acknowledgments, and other related  |
|            |                       |                             |                        | information, refer to the CVE page(s) listed    |
|            |                       |                             |                        | in the References section. Bug Fix(es): *       |
|            |                       |                             |                        | baseurl with file:// hangs and then timeout     |
|            |                       |                             |                        | in yum repo (BZ#1709474) * curl crashes on      |
|            |                       |                             |                        | http links with rate-limit (BZ#1711914)         |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:1880 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2018:0849    | libgcc                      | 4.8.5-16.el7_4.1       | The gcc packages provide compilers for C,       |
|            |                       |                             |                        | C++, Java, Fortran, Objective C, and Ada 95     |
|            |                       |                             |                        | GNU, as well as related support libraries.      |
|            |                       |                             |                        | Security Fix(es): * gcc: GCC generates          |
|            |                       |                             |                        | incorrect code for RDRAND/RDSEED intrinsics     |
|            |                       |                             |                        | (CVE-2017-11671) For more details about the     |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS |
|            |                       |                             |                        | score, and other related information, refer     |
|            |                       |                             |                        | to the CVE page(s) listed in the References     |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.5 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:0849 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2018:3059    | libX11-devel                | 1.6.5-1.el7            | X.Org is an open-source implementation of the X |
|            |                       |                             |                        | Window System. It provides the basic low-level  |
|            |                       |                             |                        | functionality that full-fledged graphical user  |
|            |                       |                             |                        | interfaces are designed upon. Security Fix(es): |
|            |                       |                             |                        | * libxcursor: 1-byte heap-based overflow in     |
|            |                       |                             |                        | _XcursorThemeInherits function in library.c     |
|            |                       |                             |                        | (CVE-2015-9262) For more details about the      |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS |
|            |                       |                             |                        | score, and other related information, refer     |
|            |                       |                             |                        | to the CVE page(s) listed in the References     |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.6 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3059 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2019:0201    | systemd-libs                | 219-42.el7_4.7         | The systemd packages contain systemd, a system  |
|            |                       |                             |                        | and service manager for Linux, compatible with  |
|            |                       |                             |                        | the SysV and LSB init scripts. It provides      |
|            |                       |                             |                        | aggressive parallelism capabilities, uses       |
|            |                       |                             |                        | socket and D-Bus activation for starting        |
|            |                       |                             |                        | services, offers on-demand starting of          |
|            |                       |                             |                        | daemons, and keeps track of processes using     |
|            |                       |                             |                        | Linux cgroups. In addition, it supports         |
|            |                       |                             |                        | snapshotting and restoring of the system        |
|            |                       |                             |                        | state, maintains mount and automount points,    |
|            |                       |                             |                        | and implements an elaborate transactional       |
|            |                       |                             |                        | dependency-based service control logic. It      |
|            |                       |                             |                        | can also work as a drop-in replacement for      |
|            |                       |                             |                        | sysvinit. Security Fix(es): * systemd: memory   |
|            |                       |                             |                        | leak in journald-server.c introduced by         |
|            |                       |                             |                        | fix for CVE-2018-16864 (CVE-2019-3815) For      |
|            |                       |                             |                        | more details about the security issue(s),       |
|            |                       |                             |                        | including the impact, a CVSS score, and         |
|            |                       |                             |                        | other related information, refer to the CVE     |
|            |                       |                             |                        | page(s) listed in the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:0201 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2019:2197    | elfutils-libelf             | 0.168-8.el7            | The elfutils packages contain a number of       |
|            |                       |                             |                        | utility programs and libraries related to       |
|            |                       |                             |                        | the creation and maintenance of executable      |
|            |                       |                             |                        | code. The following packages have been          |
|            |                       |                             |                        | upgraded to a later upstream version: elfutils  |
|            |                       |                             |                        | (0.176). (BZ#1676504) Security Fix(es): *       |
|            |                       |                             |                        | elfutils: Heap-based buffer over-read in        |
|            |                       |                             |                        | libdw/dwarf_getaranges.c:dwarf_getaranges()     |
|            |                       |                             |                        | via crafted file (CVE-2018-16062) * elfutils:   |
|            |                       |                             |                        | Double-free due to double decompression         |
|            |                       |                             |                        | of sections in crafted ELF causes crash         |
|            |                       |                             |                        | (CVE-2018-16402) * elfutils: Heap-based         |
|            |                       |                             |                        | buffer over-read in libdw/dwarf_getabbrev.c     |
|            |                       |                             |                        | and libwd/dwarf_hasattr.c causes crash          |
|            |                       |                             |                        | (CVE-2018-16403) * elfutils: invalid memory     |
|            |                       |                             |                        | address dereference was discovered in           |
|            |                       |                             |                        | dwfl_segment_report_module.c in libdwfl         |
|            |                       |                             |                        | (CVE-2018-18310) * elfutils: eu-size cannot     |
|            |                       |                             |                        | handle recursive ar files (CVE-2018-18520) *    |
|            |                       |                             |                        | elfutils: Divide-by-zero in arlib_add_symbols   |
|            |                       |                             |                        | function in arlib.c (CVE-2018-18521) *          |
|            |                       |                             |                        | elfutils: heap-based buffer over-read in        |
|            |                       |                             |                        | read_srclines in dwarf_getsrclines.c in libdw   |
|            |                       |                             |                        | (CVE-2019-7149) * elfutils: segmentation fault  |
|            |                       |                             |                        | in elf64_xlatetom in libelf/elf32_xlatetom.c    |
|            |                       |                             |                        | (CVE-2019-7150) * elfutils: Out of bound        |
|            |                       |                             |                        | write in elf_cvt_note in libelf/note_xlate.h    |
|            |                       |                             |                        | (CVE-2019-7664) * elfutils: heap-based buffer   |
|            |                       |                             |                        | over-read in function elf32_xlatetom in         |
|            |                       |                             |                        | elf32_xlatetom.c (CVE-2019-7665) For more       |
|            |                       |                             |                        | details about the security issue(s), including  |
|            |                       |                             |                        | the impact, a CVSS score, acknowledgments,      |
|            |                       |                             |                        | and other related information, refer to         |
|            |                       |                             |                        | the CVE page(s) listed in the References        |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
|            |                       |                             |                        | the Red Hat Enterprise Linux 7.7 Release        |
|            |                       |                             |                        | Notes linked from the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2197 |
+------------+-----------------------+-----------------------------+------------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Low RHSA-2018:3059    | libX11                      | 1.6.5-1.el7            | X.Org is an open-source implementation of the X |
|            |                       |                             |                        | Window System. It provides the basic low-level  |
|            |                       |                             |                        | functionality that full-fledged graphical user  |
|            |                       |                             |                        | interfaces are designed upon. Security Fix(es): |
|            |                       |                             |                        | * libxcursor: 1-byte heap-based overflow in     |
|            |                       |                             |                        | _XcursorThemeInherits function in library.c     |
|            |                       |                             |                        | (CVE-2015-9262) For more details about the      |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS |
|            |                       |                             |                        | score, and other related information, refer     |
|            |                       |                             |                        | to the CVE page(s) listed in the References     |
|            |                       |                             |                        | section. Additional Changes: For detailed       |
|            |                       |                             |                        | information on changes in this release, see     |
